Name,Comment,Tag
shifatul I.,বাল এর সার্ভিস ভাই কেউ নিবেন না টাকা নষ্ট হবে রাস্তায় এর চেয়ে ভালো পাওয়া যায় বাল গালি দিতে মন চাইছিলাম দিলাম না এভাবে হারাম এর ব্যবসা বাদ দেন ভাই,Negative
Rasel K.,দেখলাম এক জিনিস দিলেন আরেক জিনিস এটা কেমন  । যাইহোক ডিজাইন টা যেমন দেখছি সেরকম পাই নাই অন্য ডিজাইন দিছে কিন্তু কাপড় টা অনেক ভালো এবং আরামদায়ক। আমি সন্তুষ্ট ,Neutral
Golden S,"বাজে জিনিস,বাটপার,মানুষের সাথে এমন করা উচিত না।খুবই খারাপ জিনিস।দারাজ থেকে আর কোন দিন কিছু কিনবো না।",Negative
Rajon K.,আপনাদের একটা অনুরোধ করেছিলাম যে প্রোডাক্টটা পাঠানোর আগে একটু ভালো করে চেক করে দিবেন। কিন্তু আপনারা এতটাই কেয়ারলেস যে পণ্য পাঠানোর আগে সেটা চেক করার প্রয়োজন বোধটুকু করেনি।,Negative
Jihad A,"সাইজ ঠিক মত পাই নাই। আমি অর্ডার করেছিলাম L সাইজ আমাকে দেওয়া হলো XL সাইজ। এটা কোন ধরনের ব্যাবসা ভাই , বাকি কাপড় মোটামুটি  চলে তবে দাম টা একটু বেশি হইয়া গেছে।",Negative
Rahul,অর্ডার  দিয়ে ছিলাম L সাইজ  কিন্তু পেয়েছি XL সাইজ . তবুও গেঞ্জি  ভালো। একটু বড় হচ্ছে। কিন্তু অনেক দিন পড়তে পারবো। সেলার ভাইকেও ধন্যবাদ।,Neutral
Ahmad E.,টি-শার্টটির কোয়ালিটি প্রাইজের  তুলনায় অনেক ভালো ছিলো। অনলাইনে কাপড় কেনাকাটায় আমি সাধারণত অনিশ্চিত থাকি যে প্রোডাক্ট  কেমন হবে। কিন্তু এই দুইটা টি-শার্ট অনেক ভালো পেয়েছি। ধন্যবাদ সেলারকে।,Positive
Nabila I.,আমি যেমন চেয়েছি তেমনি পেয়েছি!ভালোই ছিলো গেঞ্জি ! কাপড়টাও  ভালো !ধন্যবাদ  দারাজকে সময় মত পার্সেল  দিয়েছে,Positive
Hasif A,ভালো একটি পন্য ও আরামদায়ক। এই পণ্যটি পাওয়ার পরে আরও একটি পণ্য অর্ডার করেছি একই রকম বন্ধুর জন্য,Positive
shuvo,২ টা অর্ডার করছি পাইছি একটা কিন্তু গেঞ্জির  কাপড়  ভাল দেখতে সেইম। কিন্তু একটা দিয়ে ২ টার টাকা নিয়েছে,Negative
Md.Ariful I,"গেঞ্জির কাপড় ভালো না. ডিজাইনের রং উঠে যাবে, এক ধোয়ার  সাথে,",Negative
Anupom G,"একবারে বাজে একটা জিনিস,, আমি যা  অর্ডার দিছি তা দিছে না ৫০ টাকার একটা গেঞ্জি দিয়া দিছে",Negative
tamjid H.,চাইলাম M সাইজ  দিলেন L সাইজ ....এখন আমি বড় হওয়ার আগ পর্যন্ত কি কাপড়টা বসিয়ে রাখবো,Negative
Masfi T.,একদম বাজে মাল। বলছি M সাইজ দিতে দিছে XL। অনেক প্রতারণা করে এই দারাজের মালিকরা।,Negative
Sajeeb H,খুব ভালো একটি টি-শার্ট  দাম অনুযায়ী কাপড় অনেক ভালো যেটা অর্ডার  করছি  সেইটাই পাইছি ধন্যবাদ দারাজ ,Positive
Sultana A,একেবারে খারাপ প্রোডাক্ট  কাপড়  ভালো না কাপড়ের  সেলাই  নরমাল,Negative
yesin,একবারে ফালতু জিনিস মানিকগঞ্জে অর্ডার দিছি দুইটা আমাকে দিছে একটা কেউ আর অর্ডার দিবেন না,Negative
Shahriar R,আলহামদুলিল্লাহ অনেক সুন্দর একটা প্রোডাক্ট। চাইলে আপনার ও নিতে পারেন।।ধন্যবাদ দারাজ ,Positive
